Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text,Sentiment_Label,Sentiment_Score,Key_Phrases,Topic_Cluster
172,6743,Los Angeles,Sales,8/5/2014,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
173,1123,Los Angeles,Sales,8/5/2014,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
174,2396,Los Angeles,Sales,8/5/2014,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
175,2174,Chicago,Customer Service,9/14/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
176,5982,Chicago,Warehouse,9/14/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
177,6725,Houston,Sales,4/21/2017,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
178,1503,Newark,HR,11/21/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
179,1612,Newark,Operations,11/21/2015,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
180,1988,New York City,Warehouse,12/15/2015,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
181,2987,Decatur,Operations,12/5/2014,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
182,6841,Decatur,Warehouse,12/5/2014,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
183,6501,Monroe,Customer Service,11/19/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
184,2235,Monroe,Sales,11/19/2014,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
185,7631,Monroe,Operations,11/19/2014,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
186,8427,Fairfield,Customer Service,11/28/2016,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
187,8049,Los Angeles,Operations,8/26/2014,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
188,5501,Grand Prairie,Sales,7/16/2016,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
189,8528,Grand Prairie,Operations,7/16/2016,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
190,1459,New York City,HR,10/12/2015,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
191,1675,New York City,HR,10/12/2015,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
192,7052,New York City,Customer Service,10/12/2015,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
193,9972,New York City,Customer Service,10/12/2015,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
194,2508,New York City,Sales,10/12/2015,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
195,1851,Redlands,Sales,10/31/2015,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
196,1384,Hamilton,Customer Service,3/21/2014,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
197,6489,Hamilton,Sales,3/21/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
198,2727,Westfield,HR,11/6/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
199,4496,Philadelphia,HR,7/6/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
200,2441,Philadelphia,Customer Service,7/6/2017,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
201,5884,Akron,Sales,6/24/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
202,2202,Denver,Operations,8/3/2014,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
203,9552,Denver,HR,8/3/2014,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
204,3995,Dallas,Customer Service,12/17/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
205,9915,Franklin,Operations,6/3/2017,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
206,4322,Whittier,HR,12/9/2017,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
207,5643,Saginaw,Customer Service,12/1/2017,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
208,7810,Saginaw,Sales,12/1/2017,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
209,6050,Saginaw,Warehouse,12/1/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
210,9867,Saginaw,HR,12/1/2017,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
211,3672,Saginaw,Warehouse,12/1/2017,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
212,9392,Dallas,Sales,2/9/2015,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
213,7302,Medina,HR,1/2/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
214,9450,Medina,Operations,1/2/2015,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
215,3451,Medina,Warehouse,1/2/2015,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
216,2592,Medina,Customer Service,1/2/2015,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
217,6045,Medina,Operations,1/2/2015,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
218,6216,Los Angeles,Sales,10/28/2016,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
219,3314,Los Angeles,Customer Service,10/28/2016,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
220,7934,Dublin,Warehouse,12/24/2015,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
221,6489,Dublin,Operations,12/24/2015,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
222,3279,Dublin,HR,12/24/2015,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
223,6096,Dublin,HR,12/24/2015,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
224,9241,Dublin,Operations,12/24/2015,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
225,1254,Dublin,Operations,12/24/2015,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
226,9346,Detroit,Warehouse,8/9/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
227,2172,Detroit,Customer Service,8/9/2015,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
