City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
Dublin,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",,,,,2015-12-24,154,15,9,84,0
Dublin,East,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,,,,,2015-12-24,55,55,9,20,0
Dublin,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,2015-12-24,118,73,8,34,0
Detroit,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",,,,,2015-08-09,93,24,4,83,0
Detroit,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,,,,,2015-08-09,119,21,2,29,0
Detroit,Central,Office Supplies,Storage,Rogers Deluxe File Chest,,,,,2015-08-09,197,63,5,46,0
Columbia,South,Furniture,Chairs,Global Low Back Tilter Chair,,,,,2015-02-28,182,11,5,54,0
Columbia,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",,,,,2015-02-28,39,98,8,37,0
Charlotte,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,,,,,2014-09-13,124,15,5,73,0
Tampa,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,,,,,2017-04-07,149,20,9,41,0
Tampa,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,,,,,2017-04-07,106,97,9,99,0
Tampa,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,,,,,2017-04-07,148,77,13,96,0
Tampa,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",,,,,2017-04-07,28,48,3,52,1
Tampa,South,Technology,Accessories,Logitech P710e Mobile Speakerphone,,,,,2017-04-07,43,48,5,28,0
Santa Clara,West,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,,,,2017-11-12,66,0,11,44,0
Chicago,Central,Office Supplies,Paper,Xerox 1957,,,,,2016-06-04,90,38,6,52,0
Chicago,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,,,,,2016-06-04,87,57,7,88,1
Chicago,Central,Furniture,Furnishings,Staple-based wall hangings,,,,,2016-06-04,187,56,7,67,0
Chicago,Central,Technology,Phones,PureGear Roll-On Screen Protector,,,,,2016-06-04,84,76,9,56,0
Chicago,Central,Furniture,Tables,KI Conference Tables,,,,,2016-06-04,193,51,10,66,0
Chicago,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,,,,,2016-06-04,77,42,10,48,0
Chicago,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",,,,,2016-06-04,147,80,10,62,0
Lakeville,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,,,,,2014-06-01,123,48,13,93,0
Lakeville,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,,,,,2014-06-01,153,97,11,41,0
Lakeville,Central,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",,,,,2014-06-01,181,47,10,49,0
Lakeville,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,,,,,2014-06-01,177,75,12,77,0
Lakeville,Central,Office Supplies,Paper,Xerox 205,,,,,2014-06-01,88,38,10,92,1
San Francisco,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",,,,,2016-12-10,83,78,3,79,0
San Diego,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",,,,,2016-09-11,38,20,14,56,1
San Diego,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,,,,,2016-09-11,161,32,4,42,0
New York City,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",,,,,2016-12-10,128,91,13,79,0
New York City,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,,,,,2016-12-10,123,21,4,66,0
Chicago,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,,,,,2015-11-28,196,37,10,92,0
Chicago,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",,,,,2015-11-28,155,59,7,74,0
Chicago,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",,,,,2015-11-28,67,1,10,64,0
Chicago,Central,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,,,,,2015-11-28,121,49,13,72,0
New York City,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,,,,,2017-12-01,16,42,3,30,1
New York City,East,Office Supplies,Storage,Safco Industrial Shelving,,,,,2017-12-01,165,22,7,25,0
New York City,East,Office Supplies,Binders,Acco 3-Hole Punch,,,,,2017-12-01,117,69,2,57,0
Pasadena,Central,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,,,,,2017-06-08,71,97,12,33,0
Houston,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,,,,,2014-09-19,80,60,13,81,1
Houston,Central,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,,,,,2014-09-19,167,65,4,28,0
Chicago,Central,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,,,,,2016-06-06,115,10,3,63,0
Brentwood,West,Technology,Accessories,Microsoft Sculpt Comfort Mouse,,,,,2015-11-10,115,94,12,21,0
Chapel Hill,South,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",,,,,2017-06-16,196,59,8,76,0
Morristown,East,Office Supplies,Fasteners,Bagged Rubber Bands,,,,,2016-01-22,68,98,11,37,0
Cincinnati,East,Office Supplies,Storage,Safco Commercial Shelving,,,,,2017-12-09,1,34,13,62,1
Cincinnati,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",,,,,2017-12-09,182,34,11,38,0
San Francisco,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,,,,,2017-12-28,88,55,5,83,0
San Francisco,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,,,,,2015-07-30,144,72,7,34,0
San Francisco,West,Furniture,Furnishings,Regeneration Desk Collection,,,,,2015-07-30,137,68,13,71,0
San Francisco,West,Office Supplies,Binders,Presstex Flexible Ring Binders,,,,,2015-07-30,169,2,4,42,0
Inglewood,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,,,,2017-09-16,148,56,10,77,0
Inglewood,West,Office Supplies,Art,Newell 330,,,,,2017-09-16,49,34,14,63,1
Philadelphia,East,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",,,,,2017-10-13,159,46,9,37,0
Philadelphia,East,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",,,,,2017-10-13,117,55,6,63,0
Philadelphia,East,Office Supplies,Storage,Eldon Simplefile Box Office,,,,,2017-10-13,166,93,5,90,0
Philadelphia,East,Office Supplies,Labels,Avery 489,,,,,2017-10-13,180,74,5,36,0
Houston,Central,Office Supplies,Binders,Round Ring Binders,,,,,2015-09-26,186,16,11,33,0
Houston,Central,Technology,Phones,Bose SoundLink Bluetooth Speaker,,,,,2015-09-26,73,31,11,62,0
Los Angeles,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",,,,,2015-11-02,183,72,8,86,0
Portland,West,Office Supplies,Paper,Easy-staple paper,,,,,2015-09-26,13,27,3,92,1
Portland,West,Technology,Accessories,Microsoft Arc Touch Mouse,,,,,2015-09-26,84,84,2,33,0
Portland,West,Office Supplies,Paper,Xerox 216,,,,,2015-09-26,156,7,4,99,0
Tamarac,South,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,,,,,2016-12-18,172,13,2,71,0
Tamarac,South,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",,,,,2016-12-18,188,69,14,50,0
Tamarac,South,Office Supplies,Supplies,Premier Automatic Letter Opener,,,,,2016-12-18,26,72,6,85,1
Columbus,East,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,,,,,2016-11-20,87,94,5,88,1
Columbus,East,Office Supplies,Labels,Avery 512,,,,,2016-11-20,86,22,12,80,0
Columbus,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,,,,,2016-11-20,66,28,3,42,0
Columbus,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",,,,,2016-11-20,123,57,13,33,0
Colorado Springs,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,,,,2014-12-26,97,73,4,33,0
Colorado Springs,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,,,,,2014-12-26,2,46,7,56,1
Colorado Springs,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,,,,,2014-12-26,116,45,10,86,0
Colorado Springs,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,,,,,2014-12-26,56,7,3,84,1
Colorado Springs,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",,,,,2014-12-26,99,35,6,36,0
Belleville,East,Office Supplies,Paper,Xerox 223,,,,,2016-10-28,75,31,13,68,0
Belleville,East,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",,,,,2016-10-28,39,58,14,32,0
Belleville,East,Office Supplies,Paper,Xerox 1939,,,,,2016-10-28,69,23,4,83,1
Belleville,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",,,,,2016-10-28,132,63,8,90,0
Belleville,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,,,,,2016-10-28,49,56,7,32,0
Chicago,Central,Furniture,Tables,BPI Conference Tables,,,,,2017-11-19,64,12,13,54,0
New York City,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,,,,,2015-05-04,122,76,8,32,0
Taylor,Central,Office Supplies,Art,Newell 350,,,,,2014-12-30,181,32,10,62,0
Lakewood,East,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",,,,,2014-06-01,90,39,3,51,0
Lakewood,East,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,,,,,2014-06-01,180,23,7,86,0
Arlington,South,Office Supplies,Art,Faber Castell Col-Erase Pencils,,,,,2017-04-15,81,68,14,50,0
Arvada,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,,,,,2016-09-12,49,32,10,72,1
Arvada,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,,,,,2016-09-12,8,30,5,78,1
Arvada,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",,,,,2016-09-12,7,22,12,90,1
Arvada,West,Office Supplies,Labels,Avery 509,,,,,2016-09-12,169,12,3,84,0
Hackensack,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",,,,,2014-09-27,159,94,10,56,0
Saint Petersburg,South,Technology,Phones,AT&T 1070 Corded Phone,,,,,2014-08-09,142,43,8,31,0
Saint Petersburg,South,Office Supplies,Paper,Xerox 21,,,,,2014-08-09,124,39,11,92,0
Philadelphia,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",,,,,2014-12-28,167,85,14,35,0
New York City,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,,,,,2014-11-04,175,28,4,86,0
New York City,East,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,,,,,2014-11-04,139,59,2,42,0
New York City,East,Technology,Phones,Panasonic Kx-TS550,,,,,2014-11-04,91,23,7,71,0
New York City,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,,,,,2014-11-04,154,31,14,67,0
New York City,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,,2014-11-04,37,15,2,29,0
Long Beach,West,Office Supplies,Fasteners,OIC Binder Clips,,,,,2014-09-19,88,64,9,52,0
Hesperia,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,,,,,2016-04-23,23,90,14,79,1
Hesperia,West,Technology,Accessories,Logitech Wireless Headset h800,,,,,2016-04-23,116,90,10,68,0
Murfreesboro,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,,,,,2017-11-03,168,46,12,35,0
Philadelphia,East,Technology,Phones,Aastra 57i VoIP phone,,,,,2016-08-30,105,32,12,28,0
Philadelphia,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",,,,,2016-08-30,91,21,10,94,1
Philadelphia,East,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,,,,,2016-08-30,5,66,4,25,1
Philadelphia,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,,,,,2016-08-30,43,80,11,38,0
Philadelphia,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,,,,,2016-08-30,130,48,3,92,0
Philadelphia,East,Technology,Phones,AT&T 841000 Phone,,,,,2016-04-25,150,32,9,36,0
Philadelphia,East,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,,,,,2016-04-25,194,58,10,61,0
Philadelphia,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,,,,,2016-04-25,187,1,7,38,0
Los Angeles,West,Office Supplies,Binders,Storex Dura Pro Binders,,,,,2015-09-01,140,34,13,61,0
Los Angeles,West,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,,,,,2015-09-01,67,58,7,61,0
Los Angeles,West,Office Supplies,Binders,Avery Non-Stick Binders,,,,,2015-09-01,178,5,9,98,0
San Francisco,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,,,,,2014-07-12,193,59,9,48,0
San Francisco,West,Furniture,Tables,Hon 5100 Series Wood Tables,,,,,2014-07-12,66,38,12,26,0
Layton,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",,,,,2015-06-22,174,60,2,80,0
Philadelphia,East,Office Supplies,Art,Newell 314,,,,,2014-04-13,98,36,4,20,0
Philadelphia,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,,,,,2014-04-13,174,77,10,51,0
Philadelphia,East,Office Supplies,Fasteners,Staples,,,,,2014-04-13,28,42,11,88,1
Philadelphia,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",,,,,2014-04-13,193,22,13,21,0
Austin,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer,,,,,2015-12-20,121,45,14,64,0
San Francisco,West,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,,,,,2017-06-15,165,16,2,76,0
Lowell,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",,,,,2017-07-08,62,10,3,81,1
Lowell,East,Office Supplies,Paper,Easy-staple paper,,,,,2017-07-08,181,94,9,52,0
Lowell,East,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",,,,,2017-07-08,18,96,9,80,1
New York City,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,,,,,2016-09-01,47,5,11,86,1
New York City,East,Office Supplies,Paper,Xerox 1881,,,,,2016-09-01,126,31,2,20,0
New York City,East,Office Supplies,Binders,Acco Hanging Data Binders,,,,,2016-09-01,135,71,2,64,0
New York City,East,Office Supplies,Paper,Xerox 1881,,,,,2016-09-01,4,79,10,90,1
New York City,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,,,,,2016-09-01,108,92,2,57,0
New York City,East,Furniture,Bookcases,Sauder Barrister Bookcases,,,,,2016-04-08,34,79,10,26,0
New York City,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",,,,,2016-04-08,170,97,8,72,0
New York City,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",,,,,2016-04-08,16,3,8,98,1
New York City,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",,,,,2016-04-08,151,99,9,86,0
Charlotte,South,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,,,,,2016-04-23,55,18,11,59,1
Columbus,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,,,,,2017-03-08,28,92,13,38,1
Columbus,South,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",,,,,2017-03-08,34,47,4,26,0
New York City,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",,,,,2017-09-25,192,63,9,92,0
New York City,East,Furniture,Chairs,Global Ergonomic Managers Chair,,,,,2017-09-25,41,82,8,59,1
New York City,East,Office Supplies,Art,Newell 333,,,,,2017-09-25,118,80,8,65,0
New York City,East,Furniture,Furnishings,Eldon Wave Desk Accessories,,,,,2017-09-25,33,22,11,26,0
San Francisco,West,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",,,,,2014-09-24,109,27,2,97,0
Manchester,East,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,,,,,2016-10-21,127,68,9,39,0
Manchester,East,Office Supplies,Supplies,Staple remover,,,,,2016-10-21,128,31,4,41,0
Manchester,East,Office Supplies,Storage,Pizazz Global Quick File,,,,,2016-10-21,9,61,10,69,1
Manchester,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",,,,,2016-10-21,41,10,2,65,1
Harlingen,Central,Office Supplies,Paper,Xerox 1930,,,,,2017-05-29,0,7,9,32,1
Harlingen,Central,Office Supplies,Storage,File Shuttle I and Handi-File,,,,,2017-05-29,175,7,5,97,0
Tucson,West,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,,,,,2014-07-23,162,3,3,43,0
Tucson,West,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,,,,,2014-07-23,169,68,8,37,0
Tucson,West,Office Supplies,Art,Newell 324,,,,,2014-07-23,64,27,13,62,0
Tucson,West,Technology,Accessories,Microsoft Natural Keyboard Elite,,,,,2014-07-23,163,34,6,42,0
Quincy,Central,Office Supplies,Paper,Xerox 1960,,,,,2016-09-28,126,14,8,23,0
Franklin,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",,,,,2017-08-27,101,91,10,43,0
Houston,Central,Office Supplies,Appliances,Holmes Odor Grabber,,,,,2015-04-28,79,30,11,28,0
Houston,Central,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,,,,,2015-04-28,25,86,8,85,1
Houston,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,,,,2015-04-28,59,71,13,36,0
San Francisco,West,Office Supplies,Paper,Southworth Structures Collection,,,,,2016-10-28,135,11,12,52,0
San Francisco,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",,,,,2016-10-28,164,46,8,80,0
Taylor,Central,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,,,,,2015-06-26,195,47,9,98,0
Pembroke Pines,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",,,,,2015-11-27,133,30,10,33,0
Pembroke Pines,South,Technology,Accessories,Logitech Media Keyboard K200,,,,,2015-11-27,113,72,13,29,0
Philadelphia,East,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,,,,,2015-12-03,44,62,5,29,0
Philadelphia,East,Furniture,Furnishings,3M Hangers With Command Adhesive,,,,,2015-12-03,162,79,4,42,0
Cincinnati,East,Office Supplies,Art,Crayola Colored Pencils,,,,,2014-11-24,44,33,2,57,1
New York City,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",,,,,2017-12-11,129,6,4,28,0
New York City,East,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,,,,2017-12-11,163,25,7,70,0
Des Moines,West,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,,,,,2014-09-21,66,61,2,52,0
Des Moines,West,Technology,Copiers,Canon PC1080F Personal Copier,,,,,2014-09-21,71,50,5,49,0
Peoria,Central,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,,,,,2014-06-07,182,87,6,34,0
Las Vegas,West,Office Supplies,Binders,Tuf-Vin Binders,,,,,2017-06-30,76,62,3,51,0
Warwick,East,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,,,,,2017-10-17,32,67,2,55,1
Warwick,East,Office Supplies,Paper,Xerox 1958,,,,,2017-10-17,75,55,8,46,0
Jackson,Central,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",,,,,2015-10-31,48,42,13,90,1
Houston,Central,Office Supplies,Storage,Super Decoflex Portable Personal File,,,,,2016-09-08,139,78,13,73,0
Houston,Central,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",,,,,2016-09-08,46,27,14,96,1
Houston,Central,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",,,,,2016-09-08,111,4,10,44,0
Houston,Central,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,,,,2016-09-08,49,53,14,83,1
Miami,South,Office Supplies,Paper,Xerox 1974,,,,,2014-12-24,127,59,11,65,0
Wilmington,South,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",,,,,2014-04-16,43,48,12,24,0
New York City,East,Office Supplies,Appliances,Staple holder,,,,,2017-12-24,139,91,8,48,0
San Francisco,West,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,,,,2017-12-08,39,36,12,62,1
San Francisco,West,Technology,Copiers,Sharp AL-1530CS Digital Copier,,,,,2017-12-08,180,80,11,26,0
San Francisco,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",,,,,2017-12-08,101,79,10,54,0
San Francisco,West,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",,,,,2017-12-08,147,8,11,69,0
San Francisco,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",,,,,2017-12-08,102,84,13,70,0
San Francisco,West,Office Supplies,Labels,Self-Adhesive Removable Labels,,,,,2017-12-08,89,35,11,20,0
San Francisco,West,Office Supplies,Paper,Xerox 1908,,,,,2017-12-08,134,25,10,26,0
San Francisco,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,,,,,2017-12-08,174,22,7,92,0
San Francisco,West,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,,,,,2017-12-08,50,41,3,70,1
